id_menu,id_drink,id_company,size,price
00e07442-0bce-4f8f-9db5-53e51251930e,9e8e7e44-3c59-4368-ba35-19b7ada33158,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,300,261.0
3ec22a1e-bc9f-4cfa-a56f-2a9fe54f8258,d4369ce0-8fa1-4a32-834f-b88fe85f7b3d,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,500,318.58
66af60c6-a064-444d-9538-6db212c4d92f,25c6a250-41f8-42c5-80f4-1dfb2080c553,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,500,438.58
e4f622db-6afe-44c1-9265-b85b701c39d2,bf1759d1-5b05-47b2-bce5-5a05bebd4c6c,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,300,297.75
c3d3a14a-62ee-4a29-aa27-7b747175341f,973700a2-2335-47fc-bc24-e0216c7e1403,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,400,380.0
19a86277-59b8-45a7-a025-565d0c5d202d,925319f4-0c36-4367-8159-43795818f2ce,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,300,141.01
03712f9b-b260-4a41-a799-73fdf008bcfb,ebd1319d-a7f8-43dd-8e2b-f954a82a79bd,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,400,204.18
92ed6733-a664-4463-914d-c26e52406d43,d7a28322-dabd-4263-b3de-03f392222a66,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,400,377.69
0193a2e2-c67a-4c51-9ad9-da767bc8f2c3,0176830b-ba79-449b-bbe5-0b039ba6fd8b,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,200,171.43
9cf83a54-5302-4e49-98e9-b0b5a00ccb85,67f43afa-cbc5-4766-ba86-4a83e8a03235,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,400,172.63
92d79bed-ae58-414f-aa76-55ea84924262,b6578f8f-4639-418e-9140-c38a088edb2f,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,300,297.04
19bb650d-4cbe-4cdf-88d4-984b60bef5f3,1e170501-1826-4bf1-86d3-8ddbb3fd71eb,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,500,317.88
c27510ea-bbef-42ba-b9c1-f05be70652ef,79622b01-e954-4ff6-a7a5-38f8702bfa29,f2f05558-ccc0-4f9b-8269-d74c81d6ef36,400,223.7
fb380912-f7ed-4e1e-bf84-189debcd31e2,b8aa937b-596e-4363-a943-1197be7accfb,e7e10542-a039-4b83-ab41-725b40e98772,400,336.25
177113bc-a46e-4e29-8c4e-2bacfa11ed4d,3eae6d0e-4a03-4404-8a7e-709f1a93bc2a,e7e10542-a039-4b83-ab41-725b40e98772,300,209.18
e1fc01af-b412-45b1-a3e2-17cd7b398576,450204b4-e00f-46ec-8714-b0e01c300059,e7e10542-a039-4b83-ab41-725b40e98772,300,243.76
16bac935-08e3-49e0-bec9-6b72a9c4fb50,f95c36e6-aafe-4a5d-9340-b0c870554738,e7e10542-a039-4b83-ab41-725b40e98772,200,152.02
b25744dc-ec7f-4d64-9923-ef0912e812fb,f779f191-e75f-4ac3-aa8e-07590e7048ea,e7e10542-a039-4b83-ab41-725b40e98772,300,222.92
d4ec29c3-cbed-4b26-87d1-33e857070add,81d925b2-93d1-418c-981b-c6e000c83e4d,e7e10542-a039-4b83-ab41-725b40e98772,200,168.88
1984a6eb-93d3-4043-9c8b-08641732986d,e0f53a1f-3025-4a24-8a1d-2e370443b670,e7e10542-a039-4b83-ab41-725b40e98772,200,155.38
507f04e1-e4e5-4899-8bb6-112146286e50,55810bd7-527b-4660-b37e-a47f8344b3b3,e69e3c04-3630-4e5c-b936-480f2176d484,300,154.26
b5696c91-597d-4812-a711-31d0ed1ca010,d1f52b5d-e850-4d73-b045-d60b67448bd8,e69e3c04-3630-4e5c-b936-480f2176d484,300,236.73
b2a7dd0c-857a-4caf-8f58-61948fd1e972,5c5843f6-fad8-49c7-9f9b-21c2ca56ff25,e69e3c04-3630-4e5c-b936-480f2176d484,300,271.52
ea2e8365-ec93-496c-8e0c-8f22901b893b,46fee727-aa42-4eec-9fc5-e2f1f3cbed6c,e69e3c04-3630-4e5c-b936-480f2176d484,300,280.04
a89a6895-cb95-4e16-bc22-fc98e9b3bac8,04ba95a6-2fc1-420c-826f-ec5013bc6dc6,e69e3c04-3630-4e5c-b936-480f2176d484,200,165.32
3fd3be64-890f-478c-8543-fb70587ef274,63a9978d-2716-4e26-8b40-7f98da31487b,e69e3c04-3630-4e5c-b936-480f2176d484,200,165.12
0d134163-648a-496f-a97b-1492c15dbc44,eba581b5-ad3d-4b1a-8bd5-2160e28be046,e69e3c04-3630-4e5c-b936-480f2176d484,200,161.4
5ac3d955-9d73-494f-a7ef-a60b6fd21d08,127f452b-2b39-4ee6-bd3e-19849cf467eb,e69e3c04-3630-4e5c-b936-480f2176d484,500,471.26
00d72971-6951-40e8-b6ce-bc5f27f862e5,88e30435-d8ff-41b3-95fa-14eafedf020a,e69e3c04-3630-4e5c-b936-480f2176d484,200,66.92
89436fb2-f16d-4a6d-9840-e7c4f29294a9,80bd23ef-a01b-4134-b380-48a33f78a475,e69e3c04-3630-4e5c-b936-480f2176d484,400,312.31
b27732c1-7835-444c-8ebf-2523e9e600c9,2deac5c8-51ae-4c55-a6a4-3210967142fd,e69e3c04-3630-4e5c-b936-480f2176d484,500,477.69
03ab1f9b-4f90-4d48-b03b-d2c2ef3b26c9,48727d99-3e81-4971-8180-7f2364ab4a0a,e69e3c04-3630-4e5c-b936-480f2176d484,400,228.52
8fe35b9f-a150-4146-8565-59d2d8270fac,fc3328c4-4aee-49af-9e34-7510b017a6c2,e69e3c04-3630-4e5c-b936-480f2176d484,200,146.12
aae64e78-6c6b-4c90-818a-41db0f06a49a,15f36c6d-ae66-4b2a-b87e-fcd650faca68,e69e3c04-3630-4e5c-b936-480f2176d484,400,337.73
66e3759b-4ab4-4f06-8536-9e7eff1a0b79,f29d44dc-95d8-48a5-a7c0-d5ffb22074d9,7624363c-108a-4c0d-a487-8a52a1e81401,200,147.3
187d379a-c9a5-4a10-a7f2-bc766783ca1e,b26d72ac-323f-46ca-aa48-1a6f69ebad41,7624363c-108a-4c0d-a487-8a52a1e81401,500,322.71
fcff0db2-ff58-444c-ab85-50e1b192f588,ca5ccbf9-145d-444b-a336-988ff11ae8c7,7624363c-108a-4c0d-a487-8a52a1e81401,300,144.42
34f6d0a2-8b44-4cf6-9edc-e68a51b9f23c,fc3328c4-4aee-49af-9e34-7510b017a6c2,7624363c-108a-4c0d-a487-8a52a1e81401,400,215.57
2dbe4fee-6493-4fba-b880-4f46f73ba2e9,764a2142-deaa-412b-b60a-889e83688ab2,7624363c-108a-4c0d-a487-8a52a1e81401,200,146.98
727aa894-c08d-4fa5-9fae-be3521314a1d,54b3422f-b5b7-4674-ba18-87d64c52c1a1,7624363c-108a-4c0d-a487-8a52a1e81401,500,220.97
ace93a39-e80e-43d5-9bb0-a82bf4d828a7,59d362d4-93ce-46a0-927a-b7e9d54c8509,7624363c-108a-4c0d-a487-8a52a1e81401,300,186.47
df9c009a-9707-4cf2-b716-73b07f3ba5ee,127f452b-2b39-4ee6-bd3e-19849cf467eb,7624363c-108a-4c0d-a487-8a52a1e81401,400,135.73
c4100d7d-f98c-4e8b-ab22-025d09c1f545,1e170501-1826-4bf1-86d3-8ddbb3fd71eb,7624363c-108a-4c0d-a487-8a52a1e81401,500,326.53
5ee90e7f-2b84-4f7c-94d2-811a9a6e1186,d4369ce0-8fa1-4a32-834f-b88fe85f7b3d,7624363c-108a-4c0d-a487-8a52a1e81401,200,100.53
384f1402-d3e7-48e3-b48e-7f491f0d28ce,f95c36e6-aafe-4a5d-9340-b0c870554738,7624363c-108a-4c0d-a487-8a52a1e81401,200,82.09
194b3dd6-a805-4a9a-85a6-a893d13b99f2,3f4af5bd-cc39-419a-8fb0-8810346b8a9f,7624363c-108a-4c0d-a487-8a52a1e81401,300,268.21
2c8cbf13-a7e6-4d29-9d7e-55c8e06c4c62,49677cfa-11da-40ac-9a41-d7e2dc159cd4,7624363c-108a-4c0d-a487-8a52a1e81401,200,129.66
62f53a2d-0b45-4e79-9c70-4d9893cc2776,a97c1d25-7ab7-4e9b-a987-24928e457d60,7624363c-108a-4c0d-a487-8a52a1e81401,300,253.8
dba3cc0d-beb2-4c22-9875-5316684cc830,f7e96a2b-7666-40d1-9ddb-f104c5b99c8a,7624363c-108a-4c0d-a487-8a52a1e81401,200,68.69
6fc3e1e7-9f99-4b0b-8ab7-61399ef8973d,2deac5c8-51ae-4c55-a6a4-3210967142fd,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,300,219.76
c70cf8e0-965a-48ed-908c-978d95f5410c,1e170501-1826-4bf1-86d3-8ddbb3fd71eb,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,300,261.88
e821aeef-7cbe-4eb3-af09-ec59002a6029,fc97bc12-32c5-43fc-b94c-219831787567,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,400,163.07
8a581acc-8805-404b-8c56-3a2cae0924de,3f0a03c4-4a42-4c45-a5c0-d5938236b143,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,500,236.69
9687a90d-6b92-4a0a-8cfb-b416c6d7b93c,a5de43d6-4e15-42a5-bb12-c5e86d86eb90,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,400,271.13
f46e643e-b480-496e-8512-5706ba1aac9a,bca7bf3e-a4ac-4a6e-9108-aea891c11087,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,300,105.82
4bf988c7-59a8-43da-a9c5-795ff30a1b8c,378d0e1d-21a8-4d2d-9cea-3bf7893975c5,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,500,244.18
ba0e51be-4a77-46ff-a9ab-e47c6a23dee4,ebd1319d-a7f8-43dd-8e2b-f954a82a79bd,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,300,198.96
2917a90e-285e-49de-a8c1-fcc3d710c9ee,3b1c227e-044f-4cfe-af3b-9d693431a26a,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,400,249.06
b9b51e57-c738-4c14-9063-90523551e3a9,d4369ce0-8fa1-4a32-834f-b88fe85f7b3d,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,500,228.32
9d67e45d-60b7-4f45-9ba0-1b4b056180b0,5e65cc28-7e83-4731-9a48-98e386231f79,f42fc6c8-ed7d-4ffc-a79d-bd8a35780129,400,272.69
bc163a9b-db88-4514-91bd-b7c86f62c0dc,fa491e36-e174-4c74-9a20-4198d1f4133d,25c51a71-e57c-4b22-a489-5f97713cd6bc,300,108.2
86e422c6-c10e-4a88-aabb-d6421f1d4ff6,9d2234f3-440d-4dea-b667-72fc24150cde,25c51a71-e57c-4b22-a489-5f97713cd6bc,400,281.26
32d37538-a8c6-4c13-8392-11ca819eb2f6,fdb0a38d-0b1c-47ae-b88e-4da9bbfb8336,25c51a71-e57c-4b22-a489-5f97713cd6bc,300,197.99
a0ff53cb-8abd-4ee2-a1ae-b056a183f9b7,764a2142-deaa-412b-b60a-889e83688ab2,25c51a71-e57c-4b22-a489-5f97713cd6bc,400,371.56
4ecd36ac-55a9-445f-946b-dd64ae7319e5,b6ff077a-c9da-469e-850f-a77c5d4b10db,25c51a71-e57c-4b22-a489-5f97713cd6bc,500,386.92
d321ef49-bd4c-472b-83d8-86cd18efa094,d4369ce0-8fa1-4a32-834f-b88fe85f7b3d,25c51a71-e57c-4b22-a489-5f97713cd6bc,200,100.91
3e8ffc7f-8aa2-4842-8018-64d01c69e5c6,d7a28322-dabd-4263-b3de-03f392222a66,25c51a71-e57c-4b22-a489-5f97713cd6bc,200,167.79
b32a2dad-0af3-491e-b67a-72e03437190f,dc0f0e9c-9a6a-4345-bae5-7a6f591a9349,25c51a71-e57c-4b22-a489-5f97713cd6bc,400,156.83
0fa175b9-5955-44dd-b2cc-1f35d38fe748,66f64cff-52ec-4618-a725-bcbd23033671,25c51a71-e57c-4b22-a489-5f97713cd6bc,300,214.12
5228072e-e6ed-4fb6-bd67-0c742f003589,67f43afa-cbc5-4766-ba86-4a83e8a03235,25c51a71-e57c-4b22-a489-5f97713cd6bc,300,169.13
01115bb4-04b6-4126-a209-7738d63142f7,ca5ccbf9-145d-444b-a336-988ff11ae8c7,25c51a71-e57c-4b22-a489-5f97713cd6bc,300,172.77
0e858fed-633b-4e79-a669-137f98c7bb25,900e2d78-8991-4797-8bb5-e92f16773ce5,937ee768-3380-480a-9e75-26e78f234c78,500,184.57
11e7964a-91be-4b05-9a7b-07a21ea9ef61,c12e1998-9630-4d0d-a203-7e42072bc5e3,937ee768-3380-480a-9e75-26e78f234c78,500,392.17
dc8fb0a1-1e81-45c9-ab09-bbe713aea074,88e30435-d8ff-41b3-95fa-14eafedf020a,937ee768-3380-480a-9e75-26e78f234c78,500,444.82
f3090d1a-59a0-4ea9-bb19-4734e5c93d78,a97c1d25-7ab7-4e9b-a987-24928e457d60,937ee768-3380-480a-9e75-26e78f234c78,500,199.64
e1cd9175-38d8-4acd-b2ac-9d95e9261061,c1dd3ef4-1ec4-4242-a03e-f46c3ccbd937,937ee768-3380-480a-9e75-26e78f234c78,400,202.31
96d2996c-2e1a-4b9b-9e4f-40c5b2a66354,88b66fbf-5022-4588-9233-28067c49d78f,937ee768-3380-480a-9e75-26e78f234c78,400,239.95
a04a11da-61c1-432e-911d-d5e4a52aa56d,441a5825-522a-4118-85d7-3d468a972df6,4331f9d2-b7bc-4505-9f44-9628e2c8014c,300,105.29
b576a43b-f6fe-4ad7-b369-b44fcb6647c6,def271dd-4d8b-4057-b4a9-a157ae0d3f3e,4331f9d2-b7bc-4505-9f44-9628e2c8014c,500,469.28
5c8beb21-275d-4c32-aa68-b70880898da6,ea08ea0b-9946-4828-ac67-69aee2877433,4331f9d2-b7bc-4505-9f44-9628e2c8014c,500,392.99
6dbf4881-951f-4bc0-b038-4552db3a1558,cfed0181-dd17-423f-8366-33d1d077bb7a,4331f9d2-b7bc-4505-9f44-9628e2c8014c,400,204.98
e5bcfda3-d104-4da5-88d2-67753e9cf905,63a9978d-2716-4e26-8b40-7f98da31487b,4331f9d2-b7bc-4505-9f44-9628e2c8014c,300,205.19
b2d747f5-695e-409b-92d1-4a92866ac07e,1a50a5ae-5941-4b9f-8801-55c6ea6ab736,4331f9d2-b7bc-4505-9f44-9628e2c8014c,400,261.31
d01ca755-07d2-4a00-abd2-84c8b7a322b9,bc29c0c2-3aac-47ae-8d09-e037ff257b62,060760f1-ea5c-4753-8623-6f1bba69a073,300,274.12
7ecf2b6d-16ea-48d9-be45-b0de452a6939,441a5825-522a-4118-85d7-3d468a972df6,060760f1-ea5c-4753-8623-6f1bba69a073,400,143.93
6e25a80e-2dd9-434a-9694-da20166c9bb9,2deac5c8-51ae-4c55-a6a4-3210967142fd,060760f1-ea5c-4753-8623-6f1bba69a073,300,152.56
18fe5331-84ea-4828-af36-9ecf30be124e,abad1fe3-e614-4c08-8e2e-de332c55f1c2,060760f1-ea5c-4753-8623-6f1bba69a073,300,293.18
18c44b6d-0aa0-48b5-b1aa-3ad4c4430d9b,3f4af5bd-cc39-419a-8fb0-8810346b8a9f,060760f1-ea5c-4753-8623-6f1bba69a073,500,422.07
9f97b3ef-1373-4456-a8c2-6761e7f5f7b4,17aa0709-99f5-4a01-b66d-0d1dea0f46ba,060760f1-ea5c-4753-8623-6f1bba69a073,300,229.59
bc88090d-1699-4051-92fb-98ca78f51967,879ebde4-1dac-4406-93ab-bf791edd3085,060760f1-ea5c-4753-8623-6f1bba69a073,300,169.21
