id_user,id_drink
95d165e5-09cd-47af-aa4b-2798d74f5db1,7fde1b65-f61f-4468-bd43-919df9cc155b
95d165e5-09cd-47af-aa4b-2798d74f5db1,e49c28cf-148f-4f61-920f-6c12354fcfa5
95d165e5-09cd-47af-aa4b-2798d74f5db1,11401f3a-d732-41b1-ad69-9dceaa263f62
d326758c-1d69-4c1b-964a-2ec1aad2a006,e10440e9-c5e4-4838-8c53-fce9e3e785ff
d326758c-1d69-4c1b-964a-2ec1aad2a006,b8aa937b-596e-4363-a943-1197be7accfb
d326758c-1d69-4c1b-964a-2ec1aad2a006,e05ef8dd-e44b-410c-82cd-eb890051c32e
6c6ba6f8-cf54-417f-abc3-1d738414b349,12653e8e-1050-4578-b835-2f92a505cb30
785298fc-285d-48cc-83bc-9eaf475d4b97,e10440e9-c5e4-4838-8c53-fce9e3e785ff
785298fc-285d-48cc-83bc-9eaf475d4b97,72a8bf13-2971-4978-9f0c-2f2cc87faf0e
785298fc-285d-48cc-83bc-9eaf475d4b97,ffe1e575-28c4-474c-b4a3-f2f6484924f2
785298fc-285d-48cc-83bc-9eaf475d4b97,e956b49b-8d7a-4013-984c-6023a96ca58d
b38c2d79-7861-420b-86ee-f2977d2d5bab,a97c1d25-7ab7-4e9b-a987-24928e457d60
b38c2d79-7861-420b-86ee-f2977d2d5bab,46fbdc80-eee4-4d7b-966b-e1661a901ef2
b38c2d79-7861-420b-86ee-f2977d2d5bab,55810bd7-527b-4660-b37e-a47f8344b3b3
b38c2d79-7861-420b-86ee-f2977d2d5bab,bca7bf3e-a4ac-4a6e-9108-aea891c11087
f446177c-7c7d-4027-b8e1-d67ce34382db,14d3bee9-86d8-4db1-abf8-7c81114c4416
f446177c-7c7d-4027-b8e1-d67ce34382db,12653e8e-1050-4578-b835-2f92a505cb30
f446177c-7c7d-4027-b8e1-d67ce34382db,355235f6-85c8-45f8-bb34-19df53461e68
e258022b-30f1-4641-92b1-e4d598276f22,dcd0c2e0-451b-433d-a7d8-5004f3ac78ba
db6872ce-722e-4c9f-8f2e-0a220ded6754,e05ef8dd-e44b-410c-82cd-eb890051c32e
db6872ce-722e-4c9f-8f2e-0a220ded6754,72a8bf13-2971-4978-9f0c-2f2cc87faf0e
db6872ce-722e-4c9f-8f2e-0a220ded6754,e956b49b-8d7a-4013-984c-6023a96ca58d
db6872ce-722e-4c9f-8f2e-0a220ded6754,e0f53a1f-3025-4a24-8a1d-2e370443b670
e9b81d77-5b95-4357-ac8f-c766edf538aa,c12e1998-9630-4d0d-a203-7e42072bc5e3
e9b81d77-5b95-4357-ac8f-c766edf538aa,d7a28322-dabd-4263-b3de-03f392222a66
e9b81d77-5b95-4357-ac8f-c766edf538aa,ffe1e575-28c4-474c-b4a3-f2f6484924f2
e9b81d77-5b95-4357-ac8f-c766edf538aa,79153129-e5bd-4e2f-9d2c-c1ecd5f6fb5b
f8dd2f64-52c7-4cd4-b4dc-8b1d4bf2d743,62a4afb7-f4c0-4de3-89d0-a05126d6c3c7
f8dd2f64-52c7-4cd4-b4dc-8b1d4bf2d743,e08efb3f-7da2-491e-8de5-f9b10732e486
f8dd2f64-52c7-4cd4-b4dc-8b1d4bf2d743,d7a28322-dabd-4263-b3de-03f392222a66
f8dd2f64-52c7-4cd4-b4dc-8b1d4bf2d743,5c5843f6-fad8-49c7-9f9b-21c2ca56ff25
f8dd2f64-52c7-4cd4-b4dc-8b1d4bf2d743,3409de51-c0bb-4a6d-9d6d-95dcee4e1cca
66623ebc-aa9c-44a6-8a15-2167e0847939,282b8980-a84e-47df-a9b3-af627dbce87c
54002d5d-4d30-487f-915d-3bfa281a3726,15f36c6d-ae66-4b2a-b87e-fcd650faca68
54002d5d-4d30-487f-915d-3bfa281a3726,b9935eb6-a199-4ab2-a6f5-955a9a6c7fde
54002d5d-4d30-487f-915d-3bfa281a3726,88e30435-d8ff-41b3-95fa-14eafedf020a
409d3f9a-f59f-4643-b69f-4aca0bd0e502,54b3422f-b5b7-4674-ba18-87d64c52c1a1
409d3f9a-f59f-4643-b69f-4aca0bd0e502,82e5929c-526d-4c14-9695-2dbdddfb70cf
409d3f9a-f59f-4643-b69f-4aca0bd0e502,3eae6d0e-4a03-4404-8a7e-709f1a93bc2a
409d3f9a-f59f-4643-b69f-4aca0bd0e502,65bf2b55-7e02-4d99-87c6-c704de98f8f2
409d3f9a-f59f-4643-b69f-4aca0bd0e502,378d0e1d-21a8-4d2d-9cea-3bf7893975c5
5675e5ab-7ffa-49b7-91a0-510a32ffaaa3,fa491e36-e174-4c74-9a20-4198d1f4133d
5675e5ab-7ffa-49b7-91a0-510a32ffaaa3,46fee727-aa42-4eec-9fc5-e2f1f3cbed6c
5675e5ab-7ffa-49b7-91a0-510a32ffaaa3,44788006-882e-4cef-94b3-7fb9e78ccaf8
5675e5ab-7ffa-49b7-91a0-510a32ffaaa3,b4b632af-c174-4402-971a-253e2c95129c
f228c430-9158-40aa-b4c9-6aec5ec53582,04ba95a6-2fc1-420c-826f-ec5013bc6dc6
f228c430-9158-40aa-b4c9-6aec5ec53582,3422ef9c-6f15-4613-ab94-d4cf7ddfcd4d
f228c430-9158-40aa-b4c9-6aec5ec53582,80bd23ef-a01b-4134-b380-48a33f78a475
f228c430-9158-40aa-b4c9-6aec5ec53582,66f64cff-52ec-4618-a725-bcbd23033671
79b11d4b-2632-4e35-b9de-c47efd99bf32,d4369ce0-8fa1-4a32-834f-b88fe85f7b3d
79b11d4b-2632-4e35-b9de-c47efd99bf32,25c6a250-41f8-42c5-80f4-1dfb2080c553
79b11d4b-2632-4e35-b9de-c47efd99bf32,e0f53a1f-3025-4a24-8a1d-2e370443b670
79b11d4b-2632-4e35-b9de-c47efd99bf32,2029e735-b0fc-4167-9d74-6bec189b5852
3424b9c0-7c64-44e1-832f-4bb9cbfbdc61,3bb944a3-f2a0-4c75-9263-60684e69853d
3424b9c0-7c64-44e1-832f-4bb9cbfbdc61,9ae13921-a05e-4a15-8424-ef861d544281
3424b9c0-7c64-44e1-832f-4bb9cbfbdc61,eba581b5-ad3d-4b1a-8bd5-2160e28be046
2b49cf09-2964-4c81-bf15-8612e0dee112,4532c27e-af0d-4b34-afcd-c91d92ffca08
2b49cf09-2964-4c81-bf15-8612e0dee112,55810bd7-527b-4660-b37e-a47f8344b3b3
2b49cf09-2964-4c81-bf15-8612e0dee112,88b66fbf-5022-4588-9233-28067c49d78f
2b49cf09-2964-4c81-bf15-8612e0dee112,884f46f0-aa02-494a-ad7e-9a8885287d61
2b49cf09-2964-4c81-bf15-8612e0dee112,a48835b9-4717-46f3-a994-223997a59141
00880209-b064-48c8-a52a-050b86bf3f67,d5ed4218-f7a7-4153-8fc7-75402ed2f2a9
00880209-b064-48c8-a52a-050b86bf3f67,82e5929c-526d-4c14-9695-2dbdddfb70cf
00880209-b064-48c8-a52a-050b86bf3f67,9b42c0b0-370a-4d7e-896e-41e565415d5a
00880209-b064-48c8-a52a-050b86bf3f67,cb8110bf-1776-4526-bc98-3b0515115807
00880209-b064-48c8-a52a-050b86bf3f67,337dda6f-bb5c-4447-9bfa-adb2c777d316
47bb6318-57a3-4ddf-8a5a-713a21a55ad2,02e3a644-ea41-424f-9d77-49a49ffd908d
47bb6318-57a3-4ddf-8a5a-713a21a55ad2,4334b8eb-87a4-42d9-b6ba-d341b14fc214
fa9e932e-5ed9-4fa0-b340-dd5affb2b761,fa491e36-e174-4c74-9a20-4198d1f4133d
78b8220e-9de9-4225-9013-70cc75404bf9,4334b8eb-87a4-42d9-b6ba-d341b14fc214
f3b3af26-0bbb-4f13-986f-7d02599dc038,879ebde4-1dac-4406-93ab-bf791edd3085
f3b3af26-0bbb-4f13-986f-7d02599dc038,0176830b-ba79-449b-bbe5-0b039ba6fd8b
f3b3af26-0bbb-4f13-986f-7d02599dc038,269b2d67-7488-491b-8202-86c1fad9e6b3
f3b3af26-0bbb-4f13-986f-7d02599dc038,4334b8eb-87a4-42d9-b6ba-d341b14fc214
f3b3af26-0bbb-4f13-986f-7d02599dc038,337dda6f-bb5c-4447-9bfa-adb2c777d316
21a0bfc3-7b7d-4dfe-bfe8-84d082af6f01,450204b4-e00f-46ec-8714-b0e01c300059
21a0bfc3-7b7d-4dfe-bfe8-84d082af6f01,b6578f8f-4639-418e-9140-c38a088edb2f
57ef4678-3d5f-4eb1-a242-1966eaff5f9c,b8aa937b-596e-4363-a943-1197be7accfb
57ef4678-3d5f-4eb1-a242-1966eaff5f9c,317e6993-89e3-4bd2-adc0-b668bc8fb5b4
57ef4678-3d5f-4eb1-a242-1966eaff5f9c,5c5843f6-fad8-49c7-9f9b-21c2ca56ff25
57ef4678-3d5f-4eb1-a242-1966eaff5f9c,cb8110bf-1776-4526-bc98-3b0515115807
57ef4678-3d5f-4eb1-a242-1966eaff5f9c,4a991f5e-e69e-42a8-a004-ef47baab26aa
c16b8ae0-99db-4267-887c-d140cbf164ac,cb8110bf-1776-4526-bc98-3b0515115807
c16b8ae0-99db-4267-887c-d140cbf164ac,e49c28cf-148f-4f61-920f-6c12354fcfa5
c16b8ae0-99db-4267-887c-d140cbf164ac,a5048496-676a-4d78-af36-5b3c7a3fca7f
c16b8ae0-99db-4267-887c-d140cbf164ac,bd015a44-2241-47be-9bdf-d60904c7e5a5
e94669ad-8b59-46a8-8227-aeeab7acc524,fa491e36-e174-4c74-9a20-4198d1f4133d
e94669ad-8b59-46a8-8227-aeeab7acc524,46fbdc80-eee4-4d7b-966b-e1661a901ef2
d85324f0-eba8-4cb5-b19f-b0d8a94493dd,54b3422f-b5b7-4674-ba18-87d64c52c1a1
d85324f0-eba8-4cb5-b19f-b0d8a94493dd,bf1759d1-5b05-47b2-bce5-5a05bebd4c6c
d85324f0-eba8-4cb5-b19f-b0d8a94493dd,e857ea92-4f73-4be5-b173-b82b0334d095
d85324f0-eba8-4cb5-b19f-b0d8a94493dd,7fde1b65-f61f-4468-bd43-919df9cc155b
ab6728c6-4145-4669-b3b6-db617bee0051,67f43afa-cbc5-4766-ba86-4a83e8a03235
ab6728c6-4145-4669-b3b6-db617bee0051,dcd0c2e0-451b-433d-a7d8-5004f3ac78ba
ab6728c6-4145-4669-b3b6-db617bee0051,3f4af5bd-cc39-419a-8fb0-8810346b8a9f
d22cb02f-06c9-4d7a-b0dd-a3dcc323fcb4,b6578f8f-4639-418e-9140-c38a088edb2f
72661a31-c8f7-4f42-b870-570d60582cb7,1debb521-d083-4fa7-8d58-e50ca342f3d8
72661a31-c8f7-4f42-b870-570d60582cb7,bc29c0c2-3aac-47ae-8d09-e037ff257b62
